,TICKER,COMPANY NAME,INSIDER,POSITION,DATE,SHARES,TRANS. PRICE,MKT VALUE,RANK,next_day_high_price,next_2day_high_price,next_3day_high_price,high_avg,high_diff,next_day_low_price,next_2day_low_price,next_3day_low_price,low_avg,low_diff
2412,CION,Cion Investment Corp,Bresner Gregg A.,President & CIO,2022-05-18,1000,11.2,11200,1.99,11.119999885559082,11.109999656677246,11.199999809265137,11.143333117167153,-0.005085272264323254,10.75,10.550000190734863,10.729999542236328,10.676666577657064,-0.049016555732676784
2413,CVLY,Codorus Valley Bancorp Inc,Kauffman Craig L,President & CEO,2022-05-16,500,22.21,11106,2.81,22.270000457763672,22.32999992370605,22.26000022888184,22.286666870117188,0.0034400330279977624,22.040000915527344,22.059999465942386,22.020000457763672,22.04000027974446,-0.0077132358483575705
2414,MRSN,"Mersana Therapeutics, Inc.",Hack Andrew A. F.,Director,2022-05-17,3440,3.18,10952,2.1,3.4100000858306885,3.595000028610228,3.625,3.5433333714803066,0.10253999084723868,3.220000028610228,3.344000101089477,3.369999885559082,3.311333338419596,0.03966176914169495
2415,QUMU,Qumu Corp,Cox Neil E,Director,2022-05-17,10000,1.06,10795,2.39,1.1299999952316284,1.1699999570846558,1.1699999570846558,1.15666663646698,0.08357346310450058,1.0599999427795408,1.1399999856948853,1.0700000524520874,1.0899999936421711,0.027522930107483648
2416,LPCN,Lipocine Inc,Fogarty Krista,Principal Accounting Officer,2022-05-17,12500,0.86,10750,2.74,0.9499999880790708,0.9330000281333924,0.9499999880790708,0.9443333347638448,0.08930462545297589,0.8629999756813049,0.8799999952316284,0.8799999952316284,0.8743333220481873,0.016393429927399374
2417,MRAI,"Marpai, Inc.",Gonzalez Edmundo,Chief Executive Officer,2022-05-18,9000,1.19,10743,2.81,1.6100000143051147,1.7400000095367432,1.7000000476837158,1.6833333571751912,0.29306931694329164,1.350000023841858,1.5700000524520874,1.4099999666213991,1.4433333476384482,0.17551963865654932
2418,CMP,Compass Minerals International Inc,Yoder Amy,Director,2022-05-13,250,42.36,10590,2.1,44.63999938964844,46.77999877929688,47.22000122070313,46.21333312988281,0.0833814154684104,43.16999816894531,44.68999862670898,45.0,44.28666559855142,0.04350441769575106
2419,MRAI,"Marpai, Inc.",Kane Vincent,Director,2022-05-16,10000,1.05,10500,2.39,1.3400000333786009,1.4700000286102295,1.6100000143051147,1.4733333587646484,0.2873303290435251,1.0549999475479126,1.309999942779541,1.350000023841858,1.2383333047231038,0.15208611769124292
2420,SSP,EW Scripps Co,Granado Anthony S.,10% Owner,2022-05-17,660,15.86,10468,2.37,16.190000534057614,16.079999923706055,16.280000686645508,16.183333714803062,0.019979425778466318,15.760000228881836,15.56999969482422,15.460000038146973,15.596666653951011,-0.016883950390917734
2421,PWOD,Penns Woods Bancorp Inc,Knepp Brian L,President,2022-05-19,450,22.85,10283,2.74,22.6299991607666,22.90999984741211,,22.769999504089355,-0.0035134166733854486,22.350000381469727,22.54999923706055,,22.449999809265137,-0.017817380585000462
2422,LPTH,Lightpath Technologies Inc,Leeburg Louis,,2022-05-20,6000,1.6,10080,0.01,1.7000000476837158,1.7000000476837158,1.7000000476837158,1.7000000476837158,0.05882355581105295,1.6299999952316284,1.5900000333786009,1.6100000143051147,1.6100000143051147,0.0062111889542005505
2423,PWOD,Penns Woods Bancorp Inc,Knepp Brian L,President,2022-05-20,445,22.45,9990,2.74,22.90999984741211,22.70000076293945,22.82999992370605,22.81333351135254,0.01592636653348951,22.54999923706055,22.489999771118164,22.520000457763672,22.5199998219808,0.003108340254624248
2424,WWR,Westwater Resources Inc,Potter Chad M.,President and CEO,2022-05-18,8558,1.15,9909,2.74,1.2300000190734863,1.2599999904632568,1.2000000476837158,1.2300000190734863,0.06504066490482455,1.1299999952316284,1.1200000047683716,1.149999976158142,1.1333333253860474,-0.01470588946837452
2425,FWRG,"First Watch Restaurant Group, Inc.",Middleton Calum Alasdair Johnstone,Chief Strategy Officer,2022-05-16,701,14.1,9884,2.74,13.989999771118164,13.970000267028807,13.645000457763672,13.86833349863688,-0.01670471087141719,13.56999969482422,12.6850004196167,12.779999732971193,13.011666615804035,-0.08364288882671396
2426,DRRX,Durect Corp,Farfel Gail M,Director,2022-05-16,25300,0.39,9811,2.39,0.4399999976158142,0.4399999976158142,0.44999998807907104,0.4433333277702332,0.1203007408409283,0.3899999856948853,0.4000000059604645,0.4000000059604645,0.3966666658719381,0.016806720719230638
2427,JLLM,"Creative Medical Technology Holdings, Inc.",Finger Michael H.,,2022-05-20,6500,1.5,9750,0.01,,,,,,,,,,
2428,LFT,"Lument Finance Trust, Inc",Keenan Walter C,Director,2022-05-13,4000,2.4,9596,2.39,2.5999999046325684,2.630000114440918,2.640000104904175,2.6233333746592202,0.08513343245527538,2.470000028610229,2.549999952316284,2.549999952316284,2.5233333110809326,0.048877138243817585
2429,ECOR,"Electrocore, Inc.",Goldberger Daniel S,Chief Executive Officer,2022-05-16,28208,0.34,9585,2.81,0.4099999964237213,0.4099999964237213,0.4050000011920929,0.40833333134651184,0.16734693472408238,0.3400000035762787,0.37700000405311584,0.3700000047683716,0.3623333374659221,0.061637545201102324
2430,CSPI,CSP Inc,Nerges Joseph R,Confidentiality agreement,2022-05-20,1202,7.75,9495,0.01,8.100000381469728,8.430000305175781,8.439999580383299,8.323333422342937,0.06888266914838405,7.8499999046325675,7.989999771118164,8.25,8.02999989191691,0.034869227358117566
2431,CZFS,Citizens Financial Services Inc,Wilson Jeffrey L,EXECUTIVE VICE PRESIDENT,2022-05-19,139,67.85,9425,2.74,66.66000366210939,66.66000366210939,,66.66000366210939,-0.01785172926066058,66.66000366210939,66.66000366210939,,66.66000366210939,-0.01785172926066058
2432,HUMA,"Humacyte, Inc",Sander Dale A.,CFO and Chief Corp. Deve. Off.,2022-05-17,2000,4.53,9060,2.74,4.9099998474121085,4.75,4.96999979019165,4.87666654586792,0.07108678491902548,4.300000190734863,4.373000144958496,4.440000057220459,4.3710001309712725,-0.03637608425177435
2433,FCNCA,First Citizens Bancshares Inc A,Hoppe Robert R,Director,2022-05-16,14,637.66,8927,2.39,674.4000244140625,667.4400024414062,668.3300170898438,670.0566813151041,0.048349165404216216,657.8099975585938,655.1199951171875,649.1300048828125,654.0199991861979,0.02501452433649549
2434,SNGX,Soligenix Inc Common,Schaber Christopher,"CHAIRMAN, CEO AND PRESIDENT",2022-05-18,20000,0.44,8866,0.01,0.5,0.5600000023841858,0.6100000143051147,0.5566666722297668,0.20958084622248072,0.4099999964237213,0.5,0.5400000214576721,0.4833333392937978,0.08965518364016123
2435,RAVE,RAVE Restaurant Group Inc,Schwarz 2012 Family Trust,10% Owner,2022-05-18,9843,0.9,8859,1.5,0.8999999761581421,0.8899999856948853,0.8799999952316284,0.8899999856948853,-0.011235971309940031,0.8799999952316284,0.8600000143051147,0.8500000238418579,0.8633333444595337,-0.04247102903620674
2436,AAVL,"Adverum Biotechnologies, Inc",Dsouza Rupert,Chief Financial Officer,2022-05-13,10000,0.86,8585,2.74,,,,,,,,,,
2437,VERO,Venus Concept Inc,Portaro Ross,President Global Sales,2022-05-17,10000,0.85,8500,2.74,0.8029999732971191,0.7599999904632568,0.7599999904632568,0.7743333180745443,-0.09771848913024728,0.7099999785423279,0.699999988079071,0.6800000071525574,0.6966666579246521,-0.2200957090900877
2438,TFSCU,1347 Capital Corporation,Mccann Michael M,Chief Operating Officer,2022-05-17,1388,6.11,8482,2.74,,,,,,,,,,
2439,SGC,Superior Uniform Group Inc,Fields Venita Elaine,Director,2022-05-18,500,16.82,8409,2.39,17.139999389648438,17.379999160766598,17.559999465942386,17.359999338785812,0.031105953879810275,16.65999984741211,16.850000381469727,16.979999542236328,16.829999923706055,0.0005941725342475442
2440,DRRX,Durect Corp,Azab Mohammad,Director,2022-05-17,20000,0.42,8407,2.39,0.4399999976158142,0.44999998807907104,0.4399999976158142,0.4433333277702332,0.05263156705946132,0.4000000059604645,0.4000000059604645,0.3899999856948853,0.3966666658719381,-0.058823531533136166
2441,CMTV,Community Bancorp /vt/,Oeschger Frederic,,2022-05-16,370,22.5,8325,0.01,23.0,22.5,22.5,22.66666666666667,0.007352941176470641,22.5,22.5,22.5,22.5,0.0
2442,AAVL,"Adverum Biotechnologies, Inc",Dsouza Rupert,Chief Financial Officer,2022-05-17,10000,0.83,8272,2.74,,,,,,,,,,
2443,AWRE,Aware Inc,Eckel Robert A,CEO & President,2022-05-17,3004,2.75,8261,2.81,2.7799999713897705,2.759999990463257,2.740000009536743,2.759999990463257,0.003623184962974717,2.6600000858306885,2.630000114440918,2.619999885559082,2.636666695276896,-0.042983553790139566
2444,AAVL,"Adverum Biotechnologies, Inc",Beckman Richard,Chief Medical Officer,2022-05-17,10000,0.82,8228,2.74,,,,,,,,,,
2445,QUMU,Qumu Corp,Horowitz Edward D,Director,2022-05-17,7500,1.04,8142,2.39,1.1299999952316284,1.1699999570846558,1.1699999570846558,1.15666663646698,0.10086452983837793,1.0599999427795408,1.1399999856948853,1.0700000524520874,1.0899999936421711,0.04587155406771982
2446,VRAR,"Glimpse Group, Inc.",Ruckdaeschel Alexander,Director,2022-05-19,2000,3.99,7980,2.39,4.179999828338623,3.920000076293945,,4.049999952316283,0.014814803215483662,3.660000085830689,3.660000085830689,,3.660000085830689,-0.09016390886078726
2447,AWRE,Aware Inc,Eckel Robert A,CEO & President,2022-05-18,2690,2.72,7317,2.81,2.759999990463257,2.740000009536743,2.75,2.75,0.01090909090909084,2.630000114440918,2.619999885559082,2.630000114440918,2.626666704813639,-0.03553297988485485
2448,TURN,180 Degree Capital Corp,Rendino Kevin,Chairman and CEO,2022-05-18,1162,6.22,7228,2.81,6.349999904632568,6.300000190734862,6.21999979019165,6.289999961853027,0.01112876983744936,6.239999771118164,6.1500000953674325,6.110000133514402,6.166666666666668,-0.008648648648648559
2449,WWR,Westwater Resources Inc,Vigil Jeffrey L.,Vice President and CFO,2022-05-17,6100,1.18,7196,2.74,1.2200000286102295,1.2300000190734863,1.2599999904632568,1.2366666793823242,0.04582211223692668,1.1200000047683716,1.1299999952316284,1.1200000047683716,1.1233333349227903,-0.05044510237124252
2450,CRD.A,Crawford & Co,Verma Rohit,CEO,2022-05-18,1000,7.14,7137,2.81,,,,,,,,,,
2451,RAVE,RAVE Restaurant Group Inc,Schwarz 2012 Family Trust,10% Owner,2022-05-17,7600,0.9,6840,1.5,0.9100000262260436,0.8999999761581421,0.8899999856948853,0.8999999960263572,-4.415158875297036e-09,0.8600000143051147,0.8799999952316284,0.8600000143051147,0.8666666746139526,-0.03846152893890302
2452,VRME,"VerifyMe, Inc",Goldberg Howard,Director,2022-05-16,2500,2.73,6825,2.39,2.81879997253418,2.690000057220459,2.6449999809265137,2.7179333368937173,-0.0044396464558153865,2.5,2.5,2.380000114440918,2.4600000381469727,-0.10975608035209963
2453,HZN,Horizon Global Corp,"Corre Partners Management, Llc",See Remarks,2022-05-18,2891,2.35,6794,2.1,2.5899999141693115,2.4200000762939453,2.734999895095825,2.581666628519694,0.08973529965506409,2.4000000953674316,2.2899999618530282,2.3499999046325684,2.3466666539510093,-0.0014204599717555007
2454,HZN,Horizon Global Corp,Barrett John Frederick,Director,2022-05-18,2891,2.35,6794,2.1,2.5899999141693115,2.4200000762939453,2.734999895095825,2.581666628519694,0.08973529965506409,2.4000000953674316,2.2899999618530282,2.3499999046325684,2.3466666539510093,-0.0014204599717555007
2455,EXE,Crexendo Inc,Brinton Jon,Chief Revenue Officer,2022-05-17,2500,2.71,6775,0.01,,,,,,,,,,
2456,GALT,Galectin Therapeutics Inc,Freeman Kevin D,,2022-05-19,5000,1.33,6650,0.01,1.3700000047683716,1.3200000524520874,,1.3450000286102295,0.011152437391193776,1.2799999713897705,1.2599999904632568,,1.2699999809265137,-0.04724411021621755
2457,RVSB,Riverview Bancorp Inc,Carlson Bradley,Director,2022-05-19,1000,6.59,6590,2.39,6.679999828338622,6.75,,6.714999914169312,0.01861502840909194,6.53000020980835,6.6599998474121085,,6.5950000286102295,0.0007581544486032843
2458,NNBR,NN Inc,Soderlund Eric Hjalmar,10% Owner,2022-05-16,2800,2.34,6544,1.5,2.4800000190734863,2.720000028610229,3.0199999809265137,2.740000009536743,0.14598540443230584,2.299999952316284,2.490000009536743,2.5699999332427983,2.453333298365275,0.046195638579068006
2459,VRME,"VerifyMe, Inc",Goldberg Howard,Director,2022-05-17,2500,2.6,6500,2.39,2.690000057220459,2.6449999809265137,2.5999999046325684,2.6449999809265137,0.017013225425714595,2.5,2.380000114440918,2.500099897384644,2.460033337275187,-0.056896246324793585
2460,ONCR,"Oncorus, Inc.",Wanstall Rick,CFO and Treasurer,2022-05-19,5000,1.29,6450,2.74,1.2599999904632568,1.309999942779541,,1.2849999666213991,-0.003891076660295569,1.2000000476837158,1.25,,1.225000023841858,-0.05306120399433832
2461,FAT,"Fat Brands, Inc",Wiederhorn Andrew,President and CEO,2022-05-19,1000,6.4,6400,2.56,6.110000133514402,6.099999904632568,,6.105000019073486,-0.048321045045841636,5.795000076293945,5.76200008392334,,5.778500080108643,-0.10755384810510772
2462,TXG,"10x Genomics, Inc.",Crutchfield Bradford,Chief Commercial Officer,2022-05-13,158,40.49,6397,2.74,48.81000137329102,49.7400016784668,50.31999969482422,49.62333424886069,0.18405321583304074,45.38999938964844,47.2400016784668,47.25,46.62666702270508,0.13161281761179278
2463,TXG,"10x Genomics, Inc.",Mcanear Justin J.,Chief Financial Officer,2022-05-13,158,40.49,6397,2.74,48.81000137329102,49.7400016784668,50.31999969482422,49.62333424886069,0.18405321583304074,45.38999938964844,47.2400016784668,47.25,46.62666702270508,0.13161281761179278
2464,CBKM,Consumers Bancorp Inc /oh/,Lober Ralph J Ii,CEO & President,2022-05-20,300,21.15,6345,2.81,21.149999618530273,21.0,21.0,21.049999872843426,-0.0047505998936172395,21.149999618530273,21.0,21.0,21.049999872843426,-0.0047505998936172395
2465,NMFC,New Mountain Finance Corp,Ogens David,Director,2022-05-16,493,12.7,6261,2.39,13.079999923706055,13.109999656677244,12.779999732971193,12.989999771118164,0.022324848054497075,12.899999618530273,12.770000457763672,12.56999969482422,12.746666590372719,0.00366108190261819
2466,NVCT,"Nuvectis Pharma, Inc.",Bentsur Ron,Chairman & CEO,2022-05-17,310,19.77,6245,3.15,20.920000076293945,19.190000534057614,18.520000457763672,19.543333689371746,-0.011598139510431713,18.010000228881836,17.510000228881836,15.210000038146973,16.910000165303547,-0.16913068046945898
2467,VRPX,"Virpax Pharmaceuticals, Inc.",Floyd Eric,Director,2022-05-18,4479,1.36,6107,2.39,1.4010000228881836,1.4099999666213991,1.3890000581741333,1.4000000158945722,0.028571439600315083,1.2899999618530271,1.2899999618530271,1.2899999618530271,1.2899999618530271,-0.0542635970674145
2468,CCAP,"Crescent Capital Bdc, Inc.",Barrios Erik G,Senior Vice President,2022-05-19,350,17.18,6013,2.74,17.379999160766598,17.149999618530273,,17.264999389648438,0.004923219962544616,16.549999237060547,16.75,,16.649999618530273,-0.031831855472229165
2469,KMPH,"Kempharm, Inc",Clifton R. Laduane,"CFO, Secretary & Treasurer",2022-05-18,1200,5.0,5999,2.74,5.230000019073486,5.170000076293945,4.90500020980835,5.101666768391927,0.019928147604978262,4.809999942779541,4.730000019073486,4.6599998474121085,4.733333269755046,-0.056338042357781073
2470,HZN,Horizon Global Corp,Barrett John Frederick,Director,2022-05-20,2505,2.35,5887,2.1,2.734999895095825,2.390000104904175,2.25,2.458333333333333,0.04406779661016951,2.3499999046325684,2.150000095367432,2.150000095367432,2.2166666984558105,-0.06015036073626815
2471,HZN,Horizon Global Corp,"Corre Partners Management, Llc",See Remarks,2022-05-20,2505,2.35,5887,2.1,2.734999895095825,2.390000104904175,2.25,2.458333333333333,0.04406779661016951,2.3499999046325684,2.150000095367432,2.150000095367432,2.2166666984558105,-0.06015036073626815
2472,WWR,Westwater Resources Inc,Cryan Terence James,Director,2022-05-19,5000,1.18,5883,2.39,1.2599999904632568,1.2000000476837158,,1.2300000190734863,0.04065042138060255,1.1200000047683716,1.149999976158142,,1.1349999904632568,-0.03964758582806339
2473,PTIX,Protagenic Therapeutics Ord Shs,Arrow Alexander K.,Chief Financial Officer,2022-05-18,8000,0.72,5760,2.74,0.8000000119209291,0.7990000247955322,0.7929999828338623,0.7973333398501078,0.09698997393567646,0.7200000286102295,0.7440000176429749,0.75,0.7380000154177347,0.0243902642841357
2474,HVBC,"Hv Bancorp, Inc.",Marino Robert Joseph,Vice-Chair and President,2022-05-16,262,21.93,5747,2.58,21.25,21.25,20.799999237060547,21.099999745686848,-0.03933650541786458,21.25,20.75,20.799999237060547,20.933333079020183,-0.04761147769528859
2475,PRSO,Peraso Inc,Newell Robert Y Iv,Director,2022-05-13,3000,1.88,5640,2.39,1.9900000095367432,1.7899999618530271,1.7999999523162842,1.8599999745686848,-0.010752701991812056,1.7400000095367432,1.649999976158142,1.600000023841858,1.6633333365122478,-0.13026051888196294
2476,RWLK,ReWalk Robotics Ltd,Lind Global Macro Fund Lp,,2022-05-13,5950,0.94,5593,0.01,0.959999978542328,0.9700000286102296,0.9399999976158142,0.956666668256124,0.017421604419964862,0.8799999952316284,0.8999999761581421,0.8799999952316284,0.8866666555404663,-0.060150389242983736
2477,HVBC,"Hv Bancorp, Inc.",Marino Robert Joseph,Vice-Chair and President,2022-05-18,262,21.2,5558,2.58,20.799999237060547,21.0,21.0,20.933333079020183,-0.012738865806662909,20.799999237060547,21.0,21.0,20.933333079020183,-0.012738865806662909
2478,HVBC,"Hv Bancorp, Inc.",Marino Robert Joseph,Vice-Chair and President,2022-05-20,262,21.0,5502,2.58,21.0,21.0,21.0,21.0,0.0,21.0,21.0,21.0,21.0,0.0
2479,TFFP,"Tff Pharmaceuticals, Inc.",Coleman Kirk Allen,Chief Financial Officer,2022-05-16,1250,4.4,5500,2.74,5.179999828338623,5.25,5.480000019073486,5.303333282470703,0.1703331158644173,4.800000190734863,4.929999828338623,5.070000171661377,4.933333396911621,0.1081081196023564
2480,VRME,"VerifyMe, Inc",Stedham Adam H,Director,2022-05-16,2000,2.74,5480,2.39,2.81879997253418,2.690000057220459,2.6449999809265137,2.7179333368937173,-0.008118912560049228,2.5,2.5,2.380000114440918,2.4600000381469727,-0.11382112093947007
2481,ECOR,"Electrocore, Inc.",Gandolfo John P,Director,2022-05-17,15000,0.36,5400,2.39,0.4099999964237213,0.4050000011920929,0.4099999964237213,0.40833333134651184,0.1183673426490285,0.37700000405311584,0.3700000047683716,0.3700000047683716,0.3723333378632863,0.03312445222891885
2482,QUMU,Qumu Corp,Chowning Mary E,Director,2022-05-17,5000,1.08,5395,2.39,1.1299999952316284,1.1699999570846558,1.1699999570846558,1.15666663646698,0.0662823963706232,1.0599999427795408,1.1399999856948853,1.0700000524520874,1.0899999936421711,0.009174306147247476
2483,SNAX,Stryve Foods Ord Shs Class A,Hawkins Alex,CFO,2022-05-18,4000,1.29,5160,2.74,1.25,1.2999999523162842,1.2699999809265137,1.2733333110809326,-0.013089022940049426,1.1200000047683716,1.1599999666213991,1.1799999475479126,1.153333306312561,-0.11849713603120506
2484,OPOF,Old Point Financial Corp,Wash Elizabeth S,Director,2022-05-12,200,25.7,5140,2.39,25.35000038146973,25.07999992370605,25.170000076293945,25.20000012715657,-0.01984126469525705,25.04999923706055,24.75,24.82999992370605,24.876666386922196,-0.033096621559817636
2485,VRME,"VerifyMe, Inc",Geller Marshall S,Director,2022-05-17,2000,2.55,5100,2.1,2.690000057220459,2.6449999809265137,2.5999999046325684,2.6449999809265137,0.03591681724445096,2.5,2.380000114440918,2.500099897384644,2.460033337275187,-0.036571318510855134
2486,GIPR,"Generation Income Properties, Inc.",Sobelman David,"Chairman, President, CEO",2022-05-18,750,6.74,5055,2.81,6.710000038146973,6.6500000953674325,6.789999961853027,6.7166666984558105,-0.0034739406601125658,6.300000190734862,6.170000076293945,6.269999980926514,6.2466667493184405,-0.07897543929894871
2487,OPOF,Old Point Financial Corp,Wash Elizabeth S,Director,2022-05-17,200,25.17,5034,2.39,26.26000022888184,25.54999923706055,25.79999923706055,25.869999567667648,0.02705835250737704,24.940000534057607,25.34000015258789,24.899999618530273,25.060000101725265,-0.00438946120623388
2488,VRME,"VerifyMe, Inc",Stedham Adam H,Director,2022-05-18,2000,2.51,5020,2.39,2.6449999809265137,2.5999999046325684,2.4409000873565674,2.56196665763855,0.020283893033350167,2.380000114440918,2.500099897384644,2.390000104904175,2.423366705576578,-0.035749147755501975
2489,WWR,Westwater Resources Inc,Cates Steven M.,CAO and Controller,2022-05-17,4273,1.17,4999,2.66,1.2200000286102295,1.2300000190734863,1.2599999904632568,1.2366666793823242,0.053908365523054426,1.1200000047683716,1.1299999952316284,1.1200000047683716,1.1233333349227903,-0.04154302523250315
2490,POAI,Predictive Oncology Inc,Myers Robert L,CHIEF FINANCIAL OFFICER,2022-05-20,16125,0.3,4889,0.01,0.4699999988079071,0.39800000190734863,0.3799999952316284,0.41599999864896137,0.27884615150407044,0.2680000066757202,0.33799999952316284,0.3499999940395355,0.3186666667461395,0.05857740609252372
2491,IMRX,Immuneering Corp,Bookman Michael,GENERAL COUNSEL AND SECRETARY,2022-05-17,1000,4.88,4880,0.01,5.164999961853027,4.815000057220459,4.570000171661377,4.850000063578288,-0.0061855538202979215,4.670000076293945,4.380000114440918,4.1599998474121085,4.403333346048991,-0.1082513215536386
2492,ALTG,B. Riley Principal Merger Corp.,Savas Zachary E.,Director,2022-05-16,459,10.6,4865,2.31,11.329999923706055,11.298999786376953,10.770000457763672,11.13300005594889,0.04787568968564638,10.859999656677246,10.619999885559082,10.479999542236328,10.653333028157553,0.005006229319649528
2493,ACR,Acres Commercial Realty,Blackwell Eldron C,VP & CAO,2022-05-16,220,21.99,4838,2.66,11.25,11.289999961853027,10.800000190734863,11.113333384195961,-0.9787042500921924,10.81999969482422,10.880000114440918,10.579999923706056,10.759999910990395,-1.0436803143036406
2494,MCY,Mercury General Corp,Little Joshua Eric,Director,2022-05-19,100,47.33,4733,2.31,47.9000015258789,48.61999893188477,,48.26000022888184,0.019270622139891055,45.0099983215332,47.13999938964844,,46.07499885559082,-0.027238224103762386
2495,TURN,180 Degree Capital Corp,Bigelow Robert E Iii,"VP, Head of Fund Development",2022-05-13,750,6.19,4668,2.66,6.360000133514402,6.260000228881836,6.340000152587893,6.320000171661378,0.02056964685607004,6.110000133514402,6.110000133514402,6.170000076293945,6.130000114440918,-0.009787909370137859
2496,ATLO,Ames National Corp,Putzier Jeffrey K,President of subsidiary bank,2022-05-19,200,23.0,4600,2.36,23.290000915527344,23.309999465942386,,23.300000190734863,0.012875544561332532,22.71999931335449,22.76000022888184,,22.739999771118164,-0.011433607365821505
2497,FALC,Falconstor Software Inc,Brooks Robert Todd,Chief Executive Officer,2022-05-17,3500,1.31,4585,3.15,1.0800000429153442,1.0800000429153442,1.0800000429153442,1.0800000429153442,-0.21296291476414725,1.0800000429153442,1.0800000429153442,1.0800000429153442,1.0800000429153442,-0.21296291476414725
2498,ATLO,Ames National Corp,Pierschbacher John L,CFO,2022-05-20,200,22.85,4570,2.58,23.309999465942386,23.149999618530273,23.06999969482422,23.176666259765625,0.014094618100132534,22.76000022888184,22.5,22.71999931335449,22.65999984741211,-0.008384825854691745
2499,CNFR,"Conifer Holdings, Inc.",Petcoff James G,Executive Chairman and Co-CEO,2022-05-19,3008,1.5,4510,2.56,1.7300000190734863,1.5800000429153442,,1.6550000309944153,0.09365560609765228,1.3799999952316284,1.4199999570846558,,1.399999976158142,-0.07142858967489157
2500,BFGC,Bullfrog Gold Corp.,Augusta Investments Inc.,Director,2022-05-17,3100,1.42,4402,3.84,,,,,,,,,,
2501,TURN,180 Degree Capital Corp,Gift Alicia M,"Treasurer, Secretary",2022-05-16,700,6.14,4298,2.66,6.260000228881836,6.340000152587893,6.349999904632568,6.3166667620341,0.02796835240635815,6.110000133514402,6.170000076293945,6.239999771118164,6.173333326975506,0.0053995670102324035
2502,SNGX,Soligenix Inc Common,Straube Richard,SENIOR VICE PRESIDENT AND CMO,2022-05-18,8000,0.5,4000,0.01,0.5,0.5600000023841858,0.6100000143051147,0.5566666722297668,0.10179641616190993,0.4099999964237213,0.5,0.5400000214576721,0.4833333392937978,-0.034482745863453165
2503,OGEN,Oragenics Inc,Telling Fred,Director,2022-05-18,15303,0.26,3994,2.31,0.30000001192092896,0.3100000023841858,0.2899999916553497,0.3000000019868215,0.13333333907303976,0.25999999046325684,0.2700000107288361,0.2800000011920929,0.2700000007947286,0.03703703987145991
2504,VMCI,Vemics Inc,Mcdermott Robert P,CEO and President,2022-05-19,40000,0.1,3920,0.01,,,,,,,,,,
2505,DRRX,Durect Corp,Azab Mohammad,Director,2022-05-16,10000,0.38,3767,2.31,0.4399999976158142,0.4399999976158142,0.44999998807907104,0.4433333277702332,0.14285713210141734,0.3899999856948853,0.4000000059604645,0.4000000059604645,0.3966666658719381,0.04201680480335295
2506,CTSO,Cytosorbents Corp,Jones Edward Raymond,Director,2022-05-16,1676,2.24,3749,2.31,2.2699999809265137,2.2769999504089355,2.3350000381469727,2.293999989827474,0.023539664370937987,2.1099998950958248,2.0899999141693115,2.125,2.108333269755045,-0.06245062492432819
2507,GABC,German American Bancorp,Sheidler Jack,,2022-05-16,102,34.82,3552,0.01,35.63999938964844,35.86999893188477,35.810001373291016,35.77333323160807,0.026649270433814043,35.139999389648445,35.209999084472656,35.049999237060554,35.133332570393875,0.008918384550229688
2508,VNGM,Vanguard Minerals Corp,Blackwell Berekk Alan,Chief Operating Officer,2022-05-17,5000,0.66,3480,2.66,,,,,,,,,,
2509,RZLT,"Rezolute, Inc",Roberts Brian Kenneth,"Sr VP, Clinic Development",2022-05-17,1000,3.41,3407,2.66,3.3499999046325684,3.0699999332427983,3.140000104904175,3.18666664759318,-0.07008368841325112,2.744999885559082,2.859999895095825,2.940000057220459,2.8483332792917886,-0.19719136267925244
2510,LPTH,Lightpath Technologies Inc,Rubin Shmuel,Chief Executive Officer,2022-05-17,2000,1.7,3391,0.01,1.7799999713897705,1.820000052452088,1.7999999523162842,1.7999999920527143,0.055555551385683334,1.6599999666213991,1.7200000286102295,1.5499999523162842,1.6433333158493042,-0.03448276962693317
2511,BCOV,Brightcove Inc,Brolin Jonathan,10% Owner,2022-05-18,485,6.85,3322,1.42,7.110000133514402,7.050000190734862,6.989999771118164,7.050000031789143,0.02836879870742186,6.960000038146973,6.840000152587893,6.760000228881836,6.853333473205566,0.00048640172240262635
2512,STIM,Neuronetics Inc,Cannell Capital Llc,10% Owner,2022-05-19,1400,2.33,3262,1.42,2.549999952316284,2.5399999618530282,,2.5449999570846558,0.08447935587823824,2.299999952316284,2.3499999046325684,,2.3249999284744263,-0.002150568464255675
2513,CMTV,Community Bancorp /vt/,Oeschger Frederic,,2022-05-17,144,22.5,3240,0.01,22.5,22.5,22.5,22.5,0.0,22.5,22.5,21.0,22.0,-0.022727272727272728
2514,PCSA,"Processa Pharmaceuticals, Inc.",Lin Patrick,Chief Business - Strategy Off,2022-05-17,2000,1.59,3189,2.66,2.2699999809265137,2.25,2.799999952316284,2.439999977747599,0.3483606497948606,1.809999942779541,2.1800000667572017,2.243000030517578,2.077666680018107,0.2347184390586929
2515,SNCR,Synchronoss Technologies Inc,Bernstein Martin Francis,Director,2022-05-13,2100,1.41,2961,2.31,1.5800000429153442,1.5900000333786009,1.600000023841858,1.5900000333786009,0.11320756578609495,1.399999976158142,1.4299999475479126,1.5299999713897705,1.4533332983652751,0.02981649041827981
